text,intent,entities,label
show me all flights from kansas city to chicago on june sixteenth arriving around 7 o'clock in the evening,flight,fromloc.city_name=kansas city;toloc.city_name=chicago;depart_date.month_name=june;depart_date.day_number=sixteenth;arrive_time.time_relative=around;arrive_time.time=7 o'clock;arrive_time.period_of_day=evening,11
please show me united nonstop flights between boston and san francisco departing around 5 in the evening,flight,airline_name=united;flight_stop=nonstop;fromloc.city_name=boston;toloc.city_name=san francisco;arrive_time.time_relative=around;arrive_time.time=5;arrive_time.period_of_day=evening,11
what is restriction ap 80,abbreviation,restriction_code=ap 80,0
i would like a list of the round trip flights between indianapolis and orlando on the twenty seventh or the twenty eighth of december,flight,round_trip=round trip;fromloc.city_name=indianapolis;toloc.city_name=orlando;depart_date.day_number=twenty seventh;or=or;depart_date.day_number=twenty eighth;depart_date.month_name=december,11
baltimore to philadelphia,flight,fromloc.city_name=baltimore;toloc.city_name=philadelphia,11
flights from boston flights from philadelphia to boston on monday,flight,fromloc.city_name=boston;fromloc.city_name=philadelphia;toloc.city_name=boston;depart_date.day_name=monday,11
i 'm looking for a flight from boston to denver that has no stopovers and is only in the afternoon,flight,fromloc.city_name=boston;toloc.city_name=denver;flight_stop=stopovers;depart_time.period_of_day=afternoon,11
show me all flights from pittsburgh to atlanta which leave after 5 o'clock pm tomorrow,flight,fromloc.city_name=pittsburgh;toloc.city_name=atlanta;depart_time.time_relative=after;depart_time.time=5 o'clock pm;depart_date.today_relative=tomorrow,11
ground transportation from airport in boston to downtown boston,ground_service,fromloc.city_name=boston;toloc.city_name=boston,17
from denver to washington dc on monday november eleventh 1991,flight,fromloc.city_name=denver;toloc.city_name=washington;toloc.state_code=dc;depart_date.day_name=monday;depart_date.month_name=november;depart_date.day_number=eleventh;depart_date.year=1991,11
i need a flight from san francisco to boston that leaves after 10 pm,flight,fromloc.city_name=san francisco;toloc.city_name=boston;depart_time.time_relative=after;depart_time.time=10 pm,11
can you list the cheapest round trip fare from orlando to kansas city,airfare,cost_relative=cheapest;round_trip=round trip;fromloc.city_name=orlando;toloc.city_name=kansas city,3
what about a flight from boston to san francisco stopping in denver,flight,fromloc.city_name=boston;toloc.city_name=san francisco;stoploc.city_name=denver,11
tell me about flights from toronto to salt lake city leaving after 530 pm,flight,fromloc.city_name=toronto;toloc.city_name=salt lake city;depart_time.time_relative=after;depart_time.time=530 pm,11
please give me flights leaving san francisco and going to pittsburgh,flight,fromloc.city_name=san francisco;toloc.city_name=pittsburgh,11
what are the dinner flights from indianapolis to san diego on wednesday may twelfth,flight,meal_description=dinner;fromloc.city_name=indianapolis;toloc.city_name=san diego;depart_date.day_name=wednesday;depart_date.month_name=may;depart_date.day_number=twelfth,11
show me the flights from boston to dallas,flight,fromloc.city_name=boston;toloc.city_name=dallas,11
what limousine service in los angeles,ground_service,transport_type=limousine;city_name=los angeles,17
list possible round trip daily flights between boston and oakland,flight,round_trip=round trip;flight_days=daily;fromloc.city_name=boston;toloc.city_name=oakland,11
show me the list of us air flights between boston and dc,flight,airline_name=us air;fromloc.city_name=boston;toloc.state_code=dc,11
cheapest fare from memphis to seattle,airfare,cost_relative=cheapest;fromloc.city_name=memphis;toloc.city_name=seattle,3
show me all flights from boston to pittsburgh on wednesday of next week which leave boston after 2 o'clock pm,flight,fromloc.city_name=boston;toloc.city_name=pittsburgh;depart_date.day_name=wednesday;depart_date.date_relative=next;fromloc.city_name=boston;depart_time.time_relative=after;depart_time.time=2 o'clock pm,11
show me all flights from san francisco to washington dc,flight,fromloc.city_name=san francisco;toloc.city_name=washington;toloc.state_code=dc,11
i would like to see the flights from baltimore to philadelphia again,flight,fromloc.city_name=baltimore;toloc.city_name=philadelphia,11
what does fare code qo mean,abbreviation,fare_basis_code=qo,0
show me the flights arriving at love field from all other airports,flight,toloc.airport_name=love field,11
how many american airline flights leave denver june tenth,quantity,airline_name=american airline;fromloc.city_name=denver;depart_date.month_name=june;depart_date.day_number=tenth,20
show me all midwest express flights from detroit to chicago,flight,airline_name=midwest;fromloc.city_name=detroit;toloc.city_name=chicago,11
economy fares new york to miami round trip,airfare,economy=economy;fromloc.city_name=new york;toloc.city_name=miami;round_trip=round trip,3
does dl stand for delta,abbreviation,airline_code=dl;airline_name=delta,0
what is fare code h,abbreviation,fare_basis_code=h,0
what is the flight schedule of the f28 from pittsburgh to baltimore,flight_time,flight_time=flight schedule;aircraft_code=f28;fromloc.city_name=pittsburgh;toloc.city_name=baltimore,15
list all the flights that takeoff from general mitchell international,flight,fromloc.airport_name=general mitchell international,11
do you have a united flight from dallas to san francisco,flight,airline_name=united;fromloc.city_name=dallas;toloc.city_name=san francisco,11
ground transportation philadelphia,ground_service,city_name=philadelphia,17
show me all the flights on united leaving from boston,flight,airline_name=united;fromloc.city_name=boston,11
show me one way flights from tampa to st. louis departing before 10 am,flight,round_trip=one way;fromloc.city_name=tampa;toloc.city_name=st. louis;depart_time.time_relative=before;depart_time.time=10 am,11
i would like to fly from atlanta to boston arriving in boston at 5 pm,flight,fromloc.city_name=atlanta;toloc.city_name=boston;toloc.city_name=boston;arrive_time.time=5 pm,11
show flights from dallas to san francisco,flight,fromloc.city_name=dallas;toloc.city_name=san francisco,11
now i 'd like flights from philadelphia to pittsburgh leaving between 430 and 530 pm,flight,fromloc.city_name=philadelphia;toloc.city_name=pittsburgh;depart_time.start_time=430;depart_time.end_time=530 pm,11
okay on tuesday june first i 'd like to go from phoenix to detroit in the late afternoon,flight,depart_date.day_name=tuesday;depart_date.month_name=june;depart_date.day_number=first;fromloc.city_name=phoenix;toloc.city_name=detroit;depart_time.period_of_day=late afternoon,11
what 's the cheapest flight from denver to pittsburgh for both one way and round trip flights,flight,cost_relative=cheapest;fromloc.city_name=denver;toloc.city_name=pittsburgh;round_trip=one way;round_trip=round trip,11
show me ground transport in seattle,ground_service,city_name=seattle,17
does lufthansa fly between boston and oakland,flight,airline_name=lufthansa;fromloc.city_name=boston;toloc.city_name=oakland,11
please show me continental flights from san francisco to pittsburgh on friday,flight,airline_name=continental;fromloc.city_name=san francisco;toloc.city_name=pittsburgh;depart_date.day_name=friday,11
what is the fare from boston to san francisco on united airlines flight 21,airfare,fromloc.city_name=boston;toloc.city_name=san francisco;airline_name=united airlines;flight_number=21,3
what 's the latest flight from san jose to houston,flight,flight_mod=latest;fromloc.city_name=san jose;toloc.city_name=houston,11
show me airline abbreviations,airline,,5
from phoenix to denver on a monday,flight,fromloc.city_name=phoenix;toloc.city_name=denver;depart_date.day_name=monday,11
could you tell me what flights you have that run daily from boston to san francisco please,flight,flight_days=daily;fromloc.city_name=boston;toloc.city_name=san francisco,11
i 'd like to have some information on a ticket from denver to atlanta with a stop in pittsburgh,airfare,fromloc.city_name=denver;toloc.city_name=atlanta;stoploc.city_name=pittsburgh,3
on monday i would like to travel from charlotte north carolina to phoenix arizona i would like to arrive in phoenix before 4 pm,flight,depart_date.day_name=monday;fromloc.city_name=charlotte;fromloc.state_name=north carolina;toloc.city_name=phoenix;toloc.state_name=arizona;toloc.city_name=phoenix;arrive_time.time_relative=before;arrive_time.time=4 pm,11
a first class flight on american to san francisco on tuesday in the next week,flight,class_type=first class;airline_name=american;toloc.city_name=san francisco;depart_date.day_name=tuesday;depart_date.date_relative=next,11
list types of aircraft that fly between boston and san francisco,aircraft,fromloc.city_name=boston;toloc.city_name=san francisco,1
i would like to fly from boston to denver early in the morning,flight,fromloc.city_name=boston;toloc.city_name=denver;depart_time.period_mod=early;depart_time.period_of_day=morning,11
what flights are there arriving in chicago on continental after 11 pm,flight,toloc.city_name=chicago;airline_name=continental;arrive_time.time_relative=after;arrive_time.time=11 pm,11
united airlines flights stopping in denver before noon,flight,airline_name=united airlines;stoploc.city_name=denver;depart_time.time_relative=before;depart_time.time=noon,11
what is the latest flight from salt lake city to st. petersburg,flight,flight_mod=latest;fromloc.city_name=salt lake city;toloc.city_name=st. petersburg,11
i 'm flying from boston to the bay area,flight,fromloc.city_name=boston;toloc.city_name=bay area,11
list all flights from denver to philadelphia,flight,fromloc.city_name=denver;toloc.city_name=philadelphia,11
what is the least expensive fare from baltimore to san francisco leaving on september thirtieth,airfare,cost_relative=least expensive;fromloc.city_name=baltimore;toloc.city_name=san francisco;depart_date.month_name=september;depart_date.day_number=thirtieth,3
show me some information on making a reservation from philadelphia to denver on sunday,flight,fromloc.city_name=philadelphia;toloc.city_name=denver;depart_date.day_name=sunday,11
philadelphia to san francisco next week tuesday show the flights,flight,fromloc.city_name=philadelphia;toloc.city_name=san francisco;depart_date.date_relative=next;depart_date.day_name=tuesday,11
i need a flight from kansas city to newark on the first of july,flight,fromloc.city_name=kansas city;toloc.city_name=newark;depart_date.day_number=first;depart_date.month_name=july,11
what is the cheapest flight from denver to pittsburgh on july twenty sixth,flight,cost_relative=cheapest;fromloc.city_name=denver;toloc.city_name=pittsburgh;depart_date.month_name=july;depart_date.day_number=twenty sixth,11
